Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1,
49f0c5c2-4738-4382-9928-69fd330d4624,1,Aspirin 75mg Retired Retired Retired,09291895-fb7d-4989-9e31-723ab44856d2,33b0b316-8a92-11e4-977f-0800271c1b75,75mg,,
25a8cb7f-1c6a-433a-b400-f8eb6ad6f94a,1,Atenolol 25mg Retired Retired Retired,316441ec-c0fd-44bc-a040-c68f4da8d228,33b0b316-8a92-11e4-977f-0800271c1b75,25mg,,
60979c58-b9d3-435b-9ca3-8dde54b093b1,1,Atenolol 50mg Retired Retired Retired,316441ec-c0fd-44bc-a040-c68f4da8d228,33b0b316-8a92-11e4-977f-0800271c1b75,50mg,,
2ac23d99-73e0-4d6b-9038-a477dfe11e34,1,Atorvastatin 10mg Retired Retired Retired,83902f85-63ba-4121-9446-940158804bc2,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
c44758b4-535a-4896-9de7-6a5e81d9af19,1,Atorvastatin 20mg Retired Retired Retired,83902f85-63ba-4121-9446-940158804bc2,33b0b316-8a92-11e4-977f-0800271c1b75,50mg,,
7ed52038-6f1c-4b2b-a40a-e84e49d9453e,1,Atropine 0.6mg/ml Retired Retired Retired,b4dc0131-0a26-477c-806a-f690225194d6,111b7c83-bd20-456a-9eb0-ab647e6566e0,0.6mg/ml,,
2b2cbe5d-3466-4265-9279-ada687a3ebe1,1,Azithromycin 100mg/5ml Retired Retired Retired,c3b264e0-8e01-42ee-a3b2-e2a357b73896,17b46434-eadc-452a-a13b-35d9a85d3d19,100mg/5ml,,
df6321c4-1466-419e-8034-7d9d5c25dd62,1,Azithromycin 200mg/5ml Retired Retired Retired,c3b264e0-8e01-42ee-a3b2-e2a357b73896,17b46434-eadc-452a-a13b-35d9a85d3d19,200mg/5ml,,
5f09704b-1a8b-4b56-8f6e-88d04e297211,1,Azithromycin 250mg Retired Retired Retired,c3b264e0-8e01-42ee-a3b2-e2a357b73896,33b0b316-8a92-11e4-977f-0800271c1b75,200mg,,
acf92279-a251-4d13-817e-88c574b23dd9,1,Azithromycin 500mg Retired Retired Retired,c3b264e0-8e01-42ee-a3b2-e2a357b73896,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
53bfdca8-e087-41c1-bdbe-cbf6fdf93041,1,Beclomethasone Dipropionate 200mcg Retired Retired Retired,12f2b5bc-a9be-4860-9393-03f30fa3f1cd,e5af7ef5-d381-44e4-85cb-6890b4041f21,200mcg,,
636fb54f-a9e3-4670-bb66-a8f009232b99,1,Beclomethasone Dipropionate 200mcg/dose Retired Retired Retired,12f2b5bc-a9be-4860-9393-03f30fa3f1cd,e5af7ef5-d381-44e4-85cb-6890b4041f21,200mcg/dose,,
388cbd20-12fd-4a13-97df-271fa7d10808,1,Benzathine Penicillin 1.2 Million IU Retired Retired Retired,14dd3d68-6752-44d8-9410-79c273eefcce,111b7c83-bd20-456a-9eb0-ab647e6566e0,1.2million IU,,
c5c08323-8bb6-428f-acec-b73664e9b84b,1,Benzoic & Salicylic Acid 6% + 3% Retired Retired Retired,502820f5-5a8b-4ee9-beba-fcf23c1ec2f7,17b46434-eadc-452a-a13b-35d9a85d3d19,6% + 3%,,
ce65cbaf-3731-49e9-986c-16e3c0f77ce2,1,Benzoyl Peroxide 5% Retired Retired Retired,9bc6c942-9da6-401f-ab44-87b95fa86830,111b7c83-bd20-456a-9eb0-ab647e6566e0,5%,,
1b6a104b-e7ff-4a71-b50c-c27df8be8fb9,1,Betamethasone 0.1% Retired Retired Retired,a7ce5d88-1940-4569-b07b-97b12cb9656f,c11814ab-4e88-46d7-8e9c-e78eb8312750,0.10%,,
281fb5ae-de59-4312-80ee-4e309a20b9c9,1,Bupivacaine Hydrochloride 0.5% Retired Retired Retired,208b5be3-5c5a-4a1f-9c9a-2779373c7d86,111b7c83-bd20-456a-9eb0-ab647e6566e0,0.50%,,
5293b5cf-a08b-4c19-a585-fc75e2362fe4,1,Caffeine Citrate 20mg/ml Retired Retired Retired,bb2afe54-a7d9-4ee5-9823-5a53fe03b725,111b7c83-bd20-456a-9eb0-ab647e6566e0,20mg/ml,,
ee0c1028-a45c-49af-8755-fb220220eca5,1,Calamine 8% Retired Retired Retired,d08ec8fe-2d91-489f-a416-16af0a043b0b,d91ceba3-a908-49a6-9b9c-0fc473efb709,8%,,
6fbd339b-f68d-4174-bb6d-2e1fef8422df,1,Calcium 500mg Retired Retired Retired,0a1d2888-fd53-4031-9470-ca2140f997a9,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
9b61ea4d-00c2-4602-acfb-94f299550e9d,1,Calcium Gluconate 10% 100mg/ml Retired Retired Retired,9a318894-5341-424f-a4ed-98bea3a5e0ce,111b7c83-bd20-456a-9eb0-ab647e6566e0,10% 100mg/ml,,
c1e49f7c-827f-458d-b90e-d6fd305c7992,1,Carbamazine 100mg Retired Retired Retired,aa367bfd-3846-4792-888d-32b13b13933b,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
25f6864a-3608-4db9-8ce4-c19124769615,1,Carbamazine 200mg Retired Retired Retired,aa367bfd-3846-4792-888d-32b13b13933b,33b0b316-8a92-11e4-977f-0800271c1b75,200mg,,
89b3f766-2092-4809-a173-737ef89bc1d3,1,Carbamazine 400mg Retired Retired Retired,aa367bfd-3846-4792-888d-32b13b13933b,33b0b316-8a92-11e4-977f-0800271c1b75,400mg,,
117a40e6-8195-486c-aded-b0a27911222c,1,Cefadroxil 250mg Retired Retired Retired,d4844d6b-4348-46ef-9dcf-f3d9c3541f83,33b0b316-8a92-11e4-977f-0800271c1b75,250mg,,
3e4f35f0-e301-4892-a930-9ffcb2b56ce9,1,Cefadroxil 250mg/5ml Retired Retired Retired,d4844d6b-4348-46ef-9dcf-f3d9c3541f83,17b46434-eadc-452a-a13b-35d9a85d3d19,250mg/5ml,,
2ddc8f6d-a119-4df2-99d9-c12293c085b9,1,Cefadroxil 500mg Retired Retired Retired,d4844d6b-4348-46ef-9dcf-f3d9c3541f83,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
70ab7eeb-33b5-4bd2-87ec-70ca10a2698a,1,Cefazolin 1000mg Retired Retired Retired,d7301792-6622-49e7-8de1-1f5e8471529c,111b7c83-bd20-456a-9eb0-ab647e6566e0,1000mg,,
b6d79620-7a5e-4845-b619-6b0f2db56a2f,1,Cefepime 1g Retired Retired Retired,4907047b-1435-4eaf-9645-b67fba8a2e23,111b7c83-bd20-456a-9eb0-ab647e6566e0,1g,,
2cfff969-8acd-4226-9c6a-eae4e80cac86,1,Cefixime 200mg Retired Retired Retired,4316906b-9ef4-4326-bd76-2988beed82a4,33b0b316-8a92-11e4-977f-0800271c1b75,200mg,,
04a13f73-af84-42a4-8e28-6f360c0ffcbd,1,Cefixime 400mg Retired Retired Retired,4316906b-9ef4-4326-bd76-2988beed82a4,33b0b316-8a92-11e4-977f-0800271c1b75,400mg,,
63eb8f14-0267-4fd7-a4a4-5da77c734fce,1,Cefixime 50mg/5ml Retired Retired Retired,4316906b-9ef4-4326-bd76-2988beed82a4,17b46434-eadc-452a-a13b-35d9a85d3d19,50mg/5ml,,
24cac22e-8aba-434c-9f57-bfef21853bd1,1,Cefotaxim 1000mg/5ml Retired Retired Retired,1cd8fe47-301d-4476-8a48-3f68025939ea,111b7c83-bd20-456a-9eb0-ab647e6566e0,1000mg/5ml,,
05fac755-e963-428f-812b-8e810659e17f,1,Cefotaxim 500mg/5ml Retired Retired Retired,1cd8fe47-301d-4476-8a48-3f68025939ea,111b7c83-bd20-456a-9eb0-ab647e6566e0,500mg/5ml,,
b60950b2-96fc-4770-8638-77bee76d10a7,1,Ceftazidime 1g Retired Retired Retired,38d061a2-e963-49dd-86fb-c8444b5de4c3,111b7c83-bd20-456a-9eb0-ab647e6566e0,1g,,
134b2432-8a2e-462c-9637-832fdd108d53,1,Ceftriaxone 1000mg/5ml Retired Retired Retired,057a960e-04f9-45a2-a1c7-cabf440cdf15,111b7c83-bd20-456a-9eb0-ab647e6566e0,1000mg/5ml,,
bc10392a-cc3c-4981-9fb6-ee5cf7c038c7,1,Ceftriaxone 250mg/5ml Retired Retired Retired,057a960e-04f9-45a2-a1c7-cabf440cdf15,111b7c83-bd20-456a-9eb0-ab647e6566e0,250mg/5ml,,
9417187f-a23d-4c25-954e-ec508f53e94c,1,Cetirizine 10mg Retired Retired Retired,dfeb53e9-4253-42fc-8f6e-edc6213c9515,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
08c0df98-09b5-4199-97a9-1a162160a7d2,1,Cetirizine 5mg/5ml Retired Retired Retired,dfeb53e9-4253-42fc-8f6e-edc6213c9515,60990734-cdad-4e94-8160-422c3796a30b,5mg/5ml,,
296e6d6d-7dc0-4683-b401-5df0f0c1d278,1,Chlordiazepoxide 10mg Retired Retired Retired,2d0057fc-7a3c-40df-b0fb-2ae2c004dad6,33b0b316-8a92-11e4-977f-0800271c1b75,10mg,,
2b67c139-3e12-49e5-b556-d8d19270ffe6,1,Chlordiazepoxide 25mg Retired Retired Retired,2d0057fc-7a3c-40df-b0fb-2ae2c004dad6,33b0b316-8a92-11e4-977f-0800271c1b75,25mg,,
5a7caf04-cc60-4b4e-87d1-01812bb5ad3e,1,Chlorhexidine Gluconate 0.2% Retired Retired Retired,e6787b61-c496-43e7-93c9-77a2eb043105,40c1f137-fa20-4ab1-95d2-ece1c2cbde1e,0.20%,,
c54d7325-a5c4-4b5a-aaa5-cea7c2b4ae40,1,Chloroquine 250mg Retired Retired Retired,b48e38a8-b121-4cdf-91b9-469acd99273b,33b0b316-8a92-11e4-977f-0800271c1b75,250mg,,
6e251518-afad-4101-b766-2a8492b2624c,1,Chlorpheniramine 4mg Retired Retired Retired,b46265ad-397e-4db3-a439-594ff495f39f,33b0b316-8a92-11e4-977f-0800271c1b75,4mg,,
630c9834-1b2f-458c-b4c9-169f9dfe16ad,1,Chlorpromazine 100mg Retired Retired Retired,b50c9258-d3cc-43ea-9855-1c2b685f4aa9,33b0b316-8a92-11e4-977f-0800271c1b75,100mg,,
b541558f-891d-4ad5-a0cf-a486d69d3895,1,Chlorpromazine 25mg Retired Retired Retired,b50c9258-d3cc-43ea-9855-1c2b685f4aa9,33b0b316-8a92-11e4-977f-0800271c1b75,25mg,,
ff9043f8-4488-4f6f-9793-693a3c5faf35,1,Chlorpromazine 50mg Retired Retired Retired,b50c9258-d3cc-43ea-9855-1c2b685f4aa9,33b0b316-8a92-11e4-977f-0800271c1b75,50mg,,
1a90009c-c301-4e7c-8b84-ecf657be3612,1,Ciprofloxacin 0.3% Retired Retired Retired,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,468e9abb-138e-44ed-906c-e25b78d04c56,0.30%,,
c3a4acd7-d2e9-44f5-843f-5e610874da15,1,Ciprofloxacin 0.3% Retired Retired Retired,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,c11814ab-4e88-46d7-8e9c-e78eb8312750,0.30%,,
0943b471-573b-4e51-ada7-f56e709bcf04,1,Ciprofloxacin 200mg/100ml Retired Retired Retired,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,111b7c83-bd20-456a-9eb0-ab647e6566e0,200mg/100ml,,
134104f9-2a87-4c71-b011-696380986325,1,Ciprofloxacin 250mg Retired Retired Retired,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,33b0b316-8a92-11e4-977f-0800271c1b75,250mg,,
72c6c3a8-fc2c-4ebb-ab42-ea8f079bfa31,1,Ciprofloxacin 500mg Retired Retired Retired,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
605d23e2-c415-4a41-ba8f-fcf8a5a07fcb,1,Clarithromycine 500mg Retired Retired Retired,a4391c57-549b-4047-8971-c3fa72e140b5,33b0b316-8a92-11e4-977f-0800271c1b75,500mg,,
2534a8df-e08d-4778-8154-0bf7c1248719,1,Clobazam 5mg Retired Retired Retired,0797df4b-bdcd-4f4e-976e-b929874f814b,33b0b316-8a92-11e4-977f-0800271c1b75,5mg,,
05d01c1b-7f1c-45a7-808d-3267b906230f,1,Clobetasol Propionate 0.05% Retired Retired Retired,3bb38c6e-d972-4cee-89c9-a3bddf60f698,29f057e5-c86d-4980-bdb0-69b46cd477c5,0.05%,,
